OID_,ZONE_,DISTRICT,MAPNO,ARTICLE,SUBDISTRIC,Unique_Code,FAR,Zone_Desc,Urban_Label,Shape_Length,Shape_Area,shape_wkt
123,CPS,Hyde Park Neighborhood,12,69,Miscellaneous,Art69_CPS,0.300000000000000,Conservation Protection,ART69-SUB005-0,0.004042527831806,0.000000485753141,
124,LI-1,Hyde Park Neighborhood,12,69,Industrial,Art69_LI-1,1.000000000000000,Local Industrial,ART69-SUB007-0,0.016755891066587,0.000005890163826,
125,1F-6000,Hyde Park Neighborhood,12,69,Residential,Art69_1F-6000,0.500000000000000,One-Family Residential,ART69-SUB001-0,0.000853068745006,0.000000023196141,"MULTIPOLYGON (((-71.122017265999943 42.270954758000073, -71.121838269999955 42.270912416000044, -71.121804485999974 42.271046801000068, -71.121779620999973 42.271126579000054, -71.121851069999934 42.27117392200006, -71.121847177999939 42.271120261000078, -71.121901784999977 42.270988034000027, -71.122011046999944 42.271007792000034, -71.122017265999943 42.270954758000073)))"
126,OS-RC,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-RC,,Recreation Open Space,ART69-SUB014-0,0.045784261023720,0.000069544088575,
127,LC,Hyde Park Neighborhood,12,69,Business,Art69_LC,0.500000000000000,Local Convenience,ART69-SUB006-0,0.005203746196482,0.000000878459856,
128,LC,Hyde Park Neighborhood,12,69,Business,Art69_LC,0.500000000000000,Local Convenience,ART69-SUB006-0,0.002852463998303,0.000000442414026,
129,LI-1,Hyde Park Neighborhood,12,69,Industrial,Art69_LI-1,1.000000000000000,Local Industrial,ART69-SUB007-0,0.005942207936619,0.000001413405232,
130,OS-UW,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-UW,,Urban Wild Open Space,ART69-SUB016-0,0.003962953466465,0.000000755096708,
131,2F-5000,Hyde Park Neighborhood,12,69,Residential,Art69_2F-5000,0.500000000000000,Two-Family Residential,ART69-SUB003-0,0.152215417507382,0.000110354465538,
132,OS-P,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-P,,Parkland Open Space,ART69-SUB013-0,0.024057643268747,0.000001924936899,
133,2F-5000,Hyde Park Neighborhood,12,69,Residential,Art69_2F-5000,0.500000000000000,Two-Family Residential,ART69-SUB003-0,0.006808730537097,0.000001670348933,
134,MFR,Hyde Park Neighborhood,12,69,Residential,Art69_MFR,2.000000000000000,Multifamily Residential,ART69-SUB009-0,0.007169018767246,0.000002127474477,
135,MFR,Hyde Park Neighborhood,12,69,Residential,Art69_MFR,2.000000000000000,Multifamily Residential,ART69-SUB009-0,0.007635670949889,0.000002686754369,
136,1F-6000,Hyde Park Neighborhood,12,69,Residential,Art69_1F-6000,0.500000000000000,One-Family Residential,ART69-SUB001-0,0.024559356906067,0.000022656476916,
137,LC,Hyde Park Neighborhood,12,69,Business,Art69_LC,0.500000000000000,Local Convenience,ART69-SUB006-0,0.009169103798468,0.000002265345763,
138,NS-1,Hyde Park Neighborhood,12,69,Business,Art69_NS-1,1.000000000000000,Neighborhood Shopping,ART69-SUB010-0,0.008239016051616,0.000001725423026,
139,OS-RC,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-RC,,Recreation Open Space,ART69-SUB014-0,0.004364660288042,0.000000572329144,
140,OS-P,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-P,,Parkland Open Space,ART69-SUB013-0,0.010505142585157,0.000001952921404,
141,OS-UW,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-UW,,Urban Wild Open Space,ART69-SUB016-0,0.008338439727350,0.000001738042382,
142,OS-P,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-P,,Parkland Open Space,ART69-SUB013-0,0.106915078452460,0.000151233092998,
143,1F-9000,Hyde Park Neighborhood,12,69,Residential,Art69_1F-9000,0.300000000000000,One-Family Residential,ART69-SUB002-0,0.015126193740568,0.000009233919277,
144,OS-RC,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-RC,,Recreation Open Space,ART69-SUB014-0,0.013777498608440,0.000007371426255,
145,OS-UW,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-UW,,Urban Wild Open Space,ART69-SUB016-0,0.016606598099214,0.000010577914261,
146,2F-5000,Hyde Park Neighborhood,12,69,Residential,Art69_2F-5000,0.500000000000000,Two-Family Residential,ART69-SUB003-0,0.008095070895112,0.000001710800205,
147,1F-6000,Hyde Park Neighborhood,12,69,Residential,Art69_1F-6000,0.500000000000000,One-Family Residential,ART69-SUB001-0,0.005787887750595,0.000000580715978,
148,CPS,Hyde Park Neighborhood,12,69,Miscellaneous,Art69_CPS,0.300000000000000,Conservation Protection,ART69-SUB005-0,0.007554200624681,0.000001099152261,
149,OS-UW,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-UW,,Urban Wild Open Space,ART69-SUB016-0,0.008274324334322,0.000001909050112,
150,1F-6000,Hyde Park Neighborhood,12,69,Residential,Art69_1F-6000,0.500000000000000,One-Family Residential,ART69-SUB001-0,0.091497184338883,0.000094752286331,
151,OS-UW,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-UW,,Urban Wild Open Space,ART69-SUB016-0,0.001502524974293,0.000000133240093,"MULTIPOLYGON (((-71.130701281999961 42.268663967000066, -71.130992536999941 42.26855032800006, -71.130821646999948 42.268299011000067, -71.130747488999987 42.268189949000032, -71.130451549999975 42.268306678000044, -71.130526876999966 42.268409581000071, -71.130614635999962 42.268537586000036, -71.130701281999961 42.268663967000066)))"
152,OS-UW,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-UW,,Urban Wild Open Space,ART69-SUB016-0,0.001858963394926,0.000000187554623,"MULTIPOLYGON (((-71.130192973999954 42.267976559000033, -71.130468238999981 42.267838626000071, -71.130271513999958 42.267604174000041, -71.130078721999951 42.267369373000065, -71.129787335999936 42.26751181000003, -71.129988103999949 42.267741846000035, -71.130192973999954 42.267976559000033)))"
153,CPS,Hyde Park Neighborhood,12,69,Miscellaneous,Art69_CPS,0.300000000000000,Conservation Protection,ART69-SUB005-0,0.001476268111737,0.000000088218593,
154,OS-UW,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-UW,,Urban Wild Open Space,ART69-SUB016-0,0.001620537944459,0.000000130816717,
155,1F-9000,Hyde Park Neighborhood,12,69,Residential,Art69_1F-9000,0.300000000000000,One-Family Residential,ART69-SUB002-0,0.026609701447352,0.000030588887613,
156,NS-1,Hyde Park Neighborhood,12,69,Business,Art69_NS-1,1.000000000000000,Neighborhood Shopping,ART69-SUB010-0,0.004318870829766,0.000001041830275,
157,NS-2,Hyde Park Neighborhood,12,69,Business,Art69_NS-2,2.000000000000000,Neighborhood Shopping,ART69-SUB011-0,0.038119120824679,0.000017580542806,
158,OS-UP,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-UP,,Urban Plaza Open Space,ART69-SUB015-0,0.000736453547798,0.000000032806788,
159,OS-P,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-P,,Parkland Open Space,ART69-SUB013-0,0.011882452973695,0.000001720207900,
160,OS-P,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-P,,Parkland Open Space,ART69-SUB013-0,0.004047861073833,0.000000371146889,
161,3F-4000,Hyde Park Neighborhood,12,69,Residential,Art69_3F-4000,0.800000000000000,Three-Family Residential,ART69-SUB004-0,0.005452107953455,0.000001531280072,
162,LC,Hyde Park Neighborhood,12,69,Business,Art69_LC,0.500000000000000,Local Convenience,ART69-SUB006-0,0.003552895994733,0.000000485344187,
163,LC,Hyde Park Neighborhood,12,69,Business,Art69_LC,0.500000000000000,Local Convenience,ART69-SUB006-0,0.001905476035995,0.000000225610818,
164,LI-2,Hyde Park Neighborhood,12,69,Industrial,Art69_LI-2,2.000000000000000,Local Industrial,ART69-SUB008-0,0.026601997465606,0.000029521412368,
165,1F-6000,Hyde Park Neighborhood,12,69,Residential,Art69_1F-6000,0.500000000000000,One-Family Residential,ART69-SUB001-0,0.013986742771741,0.000005819964900,
166,CPS,Hyde Park Neighborhood,12,69,Miscellaneous,Art69_CPS,0.300000000000000,Conservation Protection,ART69-SUB005-0,0.003694704844363,0.000000593427665,
167,1F-6000,Hyde Park Neighborhood,12,69,Residential,Art69_1F-6000,0.500000000000000,One-Family Residential,ART69-SUB001-0,0.037722522520384,0.000037253914370,
168,OS-RC,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-RC,,Recreation Open Space,ART69-SUB014-0,0.005068506943386,0.000001264548733,
169,LC,Hyde Park Neighborhood,12,69,Business,Art69_LC,0.500000000000000,Local Convenience,ART69-SUB006-0,0.007998605272605,0.000001558040756,
170,OS-RC,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-RC,,Recreation Open Space,ART69-SUB014-0,0.001803604406347,0.000000161433091,
171,OS-RC,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-RC,,Recreation Open Space,ART69-SUB014-0,0.018668178649269,0.000013299864631,
172,1F-6000,Hyde Park Neighborhood,12,69,Residential,Art69_1F-6000,0.500000000000000,One-Family Residential,ART69-SUB001-0,0.026057012241427,0.000011262075592,
173,CPS,Hyde Park Neighborhood,12,69,Miscellaneous,Art69_CPS,0.300000000000000,Conservation Protection,ART69-SUB005-0,0.003706912176595,0.000000647322851,"MULTIPOLYGON (((-71.145339533999959 42.249398609000025, -71.145067919999974 42.24805407000008, -71.144287608999946 42.248959604000049, -71.144626475999985 42.249100579000071, -71.144921571999987 42.249223918000041, -71.145158361999961 42.249322887000062, -71.145339533999959 42.249398609000025)))"
174,OS-CM,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-CM,,Cemetery Open Space,ART69-SUB012-0,0.021008462465066,0.000025393139501,
175,OS-P,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-P,,Parkland Open Space,ART69-SUB013-0,0.019981422946744,0.000008189790888,
176,OS-P,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-P,,Parkland Open Space,ART69-SUB013-0,0.021317023166835,0.000008795258096,
177,OS-RC,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-RC,,Recreation Open Space,ART69-SUB014-0,0.002261652871192,0.000000289182741,"MULTIPOLYGON (((-71.134662858999945 42.244814703000031, -71.134987619999947 42.244462741000063, -71.134345602999986 42.244272570000078, -71.134298464999972 42.244403719000047, -71.134258413999987 42.244503742000063, -71.134227159999966 42.24459700400007, -71.13417273999994 42.24475942600003, -71.134149266999941 42.244838267000034, -71.134363435999944 42.244829565000032, -71.134662858999945 42.244814703000031)))"
178,CPS,Hyde Park Neighborhood,12,69,Miscellaneous,Art69_CPS,0.300000000000000,Conservation Protection,ART69-SUB005-0,0.004621569247573,0.000000751731648,
179,LC,Hyde Park Neighborhood,12,69,Business,Art69_LC,0.500000000000000,Local Convenience,ART69-SUB006-0,0.003050853194889,0.000000569876557,"MULTIPOLYGON (((-71.142976524999938 42.243945254000039, -71.142974218999939 42.243907977000049, -71.143027396999969 42.243900033000045, -71.143023698999968 42.243727963000026, -71.143019883999955 42.243568871000036, -71.143009786999983 42.24314782700003, -71.142885383999953 42.24315991800006, -71.142721768999934 42.243172995000066, -71.142560211999978 42.243181549000042, -71.142170413999963 42.243200401000081, -71.142225976999953 42.243799403000025, -71.142976524999938 42.243945254000039)))"
180,LC,Hyde Park Neighborhood,12,69,Business,Art69_LC,0.500000000000000,Local Convenience,ART69-SUB006-0,0.004517346723533,0.000000866069810,
181,OS-RC,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-RC,,Recreation Open Space,ART69-SUB014-0,0.006836758206712,0.000002203304298,
182,2F-5000,Hyde Park Neighborhood,12,69,Residential,Art69_2F-5000,0.500000000000000,Two-Family Residential,ART69-SUB003-0,0.016209283949233,0.000009196188703,
183,1F-6000,Hyde Park Neighborhood,12,69,Residential,Art69_1F-6000,0.500000000000000,One-Family Residential,ART69-SUB001-0,0.035709622272604,0.000026821137096,
184,2F-5000,Hyde Park Neighborhood,12,69,Residential,Art69_2F-5000,0.500000000000000,Two-Family Residential,ART69-SUB003-0,0.040573525446450,0.000017360334126,
185,OS-P,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-P,,Parkland Open Space,ART69-SUB013-0,0.047659944831223,0.000032548622763,
186,NS-1,Hyde Park Neighborhood,12,69,Business,Art69_NS-1,1.000000000000000,Neighborhood Shopping,ART69-SUB010-0,0.009603738912282,0.000003320478773,
187,1F-6000,Hyde Park Neighborhood,12,69,Residential,Art69_1F-6000,0.500000000000000,One-Family Residential,ART69-SUB001-0,0.011597466393674,0.000008233965961,
188,2F-5000,Hyde Park Neighborhood,12,69,Residential,Art69_2F-5000,0.500000000000000,Two-Family Residential,ART69-SUB003-0,0.019798204639283,0.000013604598686,
189,LI-2,Hyde Park Neighborhood,12,69,Industrial,Art69_LI-2,2.000000000000000,Local Industrial,ART69-SUB008-0,0.020193710784307,0.000013984141383,
190,LI-1,Hyde Park Neighborhood,12,69,Industrial,Art69_LI-1,1.000000000000000,Local Industrial,ART69-SUB007-0,0.084685272836681,0.000053619979456,
191,2F-5000,Hyde Park Neighborhood,12,69,Residential,Art69_2F-5000,0.500000000000000,Two-Family Residential,ART69-SUB003-0,0.010717744444691,0.000002749091662,
192,LI-2,Hyde Park Neighborhood,12,69,Industrial,Art69_LI-2,2.000000000000000,Local Industrial,ART69-SUB008-0,0.011989905095652,0.000007520093621,
193,OS-UW,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-UW,,Urban Wild Open Space,ART69-SUB016-0,0.005543901130916,0.000001852510838,
194,OS-RC,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-RC,,Recreation Open Space,ART69-SUB014-0,0.008467790140743,0.000002392359720,
195,LI-1,Hyde Park Neighborhood,12,69,Industrial,Art69_LI-1,1.000000000000000,Local Industrial,ART69-SUB007-0,0.015793526798882,0.000007259386010,
196,LC,Hyde Park Neighborhood,12,69,Business,Art69_LC,0.500000000000000,Local Convenience,ART69-SUB006-0,0.002569802343456,0.000000373958135,
197,LI-2,Hyde Park Neighborhood,12,69,Industrial,Art69_LI-2,2.000000000000000,Local Industrial,ART69-SUB008-0,0.007728060793215,0.000002254066849,
198,3F-4000,Hyde Park Neighborhood,12,69,Residential,Art69_3F-4000,0.800000000000000,Three-Family Residential,ART69-SUB004-0,0.005932188872531,0.000001909276119,
199,OS-UP,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-UP,,Urban Plaza Open Space,ART69-SUB015-0,0.000476878151887,0.000000009942125,"MULTIPOLYGON (((-71.125815032999981 42.255496535000077, -71.125770256999942 42.255346250000059, -71.125690175999978 42.255521551000072, -71.125815032999981 42.255496535000077)))"
200,NS-2,Hyde Park Neighborhood,12,69,Business,Art69_NS-2,2.000000000000000,Neighborhood Shopping,ART69-SUB011-0,0.006947183527974,0.000001992409598,
201,NS-1,Hyde Park Neighborhood,12,69,Business,Art69_NS-1,1.000000000000000,Neighborhood Shopping,ART69-SUB010-0,0.011008880417059,0.000004987199651,
202,MFR,Hyde Park Neighborhood,12,69,Residential,Art69_MFR,2.000000000000000,Multifamily Residential,ART69-SUB009-0,0.006917547368045,0.000002027215181,
203,OS-UW,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-UW,,Urban Wild Open Space,ART69-SUB016-0,0.002208197704373,0.000000132269973,
204,OS-P,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-P,,Parkland Open Space,ART69-SUB013-0,0.027474685357138,0.000006371132768,
205,LI-1,Hyde Park Neighborhood,12,69,Industrial,Art69_LI-1,1.000000000000000,Local Industrial,ART69-SUB007-0,0.008368300203489,0.000002546129904,
206,2F-5000,Hyde Park Neighborhood,12,69,Residential,Art69_2F-5000,0.500000000000000,Two-Family Residential,ART69-SUB003-0,0.004287931068015,0.000000626972971,
207,2F-5000,Hyde Park Neighborhood,12,69,Residential,Art69_2F-5000,0.500000000000000,Two-Family Residential,ART69-SUB003-0,0.019883357736572,0.000012663131946,
208,OS-RC,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-RC,,Recreation Open Space,ART69-SUB014-0,0.002031035466122,0.000000205677038,"MULTIPOLYGON (((-71.126719842999933 42.248800970000048, -71.126838776999989 42.248554286000058, -71.126219875999936 42.248310993000075, -71.126050822999957 42.248589667000033, -71.126040426999964 42.248586820000071, -71.126034094999966 42.248599005000074, -71.126204245999986 42.248644912000032, -71.126209357999983 42.248634510000045, -71.126377309999953 42.248692323000057, -71.126370928999961 42.248705329000074, -71.126719842999933 42.248800970000048)))"
209,OS-RC,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-RC,,Recreation Open Space,ART69-SUB014-0,0.015348961030410,0.000007380950704,
210,2F-5000,Hyde Park Neighborhood,12,69,Residential,Art69_2F-5000,0.500000000000000,Two-Family Residential,ART69-SUB003-0,0.016944229609857,0.000011342241481,
211,CPS,Hyde Park Neighborhood,12,69,Miscellaneous,Art69_CPS,0.300000000000000,Conservation Protection,ART69-SUB005-0,0.001996684171308,0.000000155142798,
212,2F-5000,Hyde Park Neighborhood,12,69,Residential,Art69_2F-5000,0.500000000000000,Two-Family Residential,ART69-SUB003-0,0.009066587996869,0.000002710186508,
213,LC,Hyde Park Neighborhood,12,69,Business,Art69_LC,0.500000000000000,Local Convenience,ART69-SUB006-0,0.002633389465963,0.000000406016759,"MULTIPOLYGON (((-71.122990386999959 42.249520420000067, -71.122866200999965 42.249435904000052, -71.122644750999939 42.249226673000067, -71.122059172999968 42.249563790000025, -71.121979184999987 42.249604220000037, -71.122455431999981 42.250055841000062, -71.122990386999959 42.249520420000067)))"
214,OS-P,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-P,,Parkland Open Space,ART69-SUB013-0,0.005712166690790,0.000000448681991,
215,LC,Hyde Park Neighborhood,12,69,Business,Art69_LC,0.500000000000000,Local Convenience,ART69-SUB006-0,0.006280438608143,0.000001813749539,
216,1F-9000,Hyde Park Neighborhood,12,69,Residential,Art69_1F-9000,0.300000000000000,One-Family Residential,ART69-SUB002-0,0.055167354200420,0.000067767776315,
217,1F-6000,Hyde Park Neighborhood,12,69,Residential,Art69_1F-6000,0.500000000000000,One-Family Residential,ART69-SUB001-0,0.057452457461825,0.000071588430121,
218,CPS,Hyde Park Neighborhood,12,69,Miscellaneous,Art69_CPS,0.300000000000000,Conservation Protection,ART69-SUB005-0,0.004739284766290,0.000000636533451,
219,OS-UP,Hyde Park Neighborhood,12,69,Open Space,Art69_OS-UP,,Urban Plaza Open Space,ART69-SUB015-0,0.000829913126717,0.000000032549552,"MULTIPOLYGON (((-71.132208144999936 42.237342024000043, -71.13220400199998 42.237342807000061, -71.132201283999962 42.237344738000047, -71.132201556999973 42.237347612000065, -71.132203960999959 42.237351218000072, -71.132353560999945 42.237549656000056, -71.132391755999947 42.23755131300004, -71.132530727999949 42.23744587300007, -71.132530847999988 42.237425157000075, -71.132208144999936 42.237342024000043)))"
220,CPS,Hyde Park Neighborhood,12,69,Miscellaneous,Art69_CPS,0.300000000000000,Conservation Protection,ART69-SUB005-0,0.005491916608203,0.000000707168302,
221,SOUTH BOSTON MARITIME ECONOMY RESERVE,Harborpark: Dorchester Bay/Neponset River Waterfront,"4B-4D, 5F-5H",42A,Industrial,Art42A_SOUTH BOSTON MARITIME ECONOMY RESERVE,2.000000000000000,Maritime Economy Reserve,ART42A-SUB021-0,0.123377729319972,0.000296840629625,
222,H-2-D-65,Harborpark: Dorchester Bay/Neponset River Waterfront,"4B-4D, 5F-5H",42A,Residential,Art42A_H-2-D-65,2.000000000000000,Apartment Residential,ART42A-SUB009-0,0.021991255866977,0.000019791450400,
